Valår,Kod,Kommun,Styre,M,C,L,KD,S,V,MP,SD,ÖP
2021,1499,Falköping,BL,,C,,KD,S,,,,
2018,1715,Kil,BL,,C,,,S,,,,
2019,1715,Kil,BL,,C,,,S,,,,
2020,1715,Kil,BL,,C,,,S,,,,
2021,1715,Kil,BL,,C,,,S,,,,
2018,1730,Eda,BL,,C,,KD,,V,,,ÖP
2019,1730,Eda,BL,,C,,KD,,V,,,ÖP
2020,1730,Eda,BL,,C,,KD,,V,,,ÖP
2021,1730,Eda,BL,,C,,KD,,V,,,ÖP
2018,1737,Torsby,BL,,C,L,,S,,,,
2019,1737,Torsby,BL,,C,L,,S,,,,
2020,1737,Torsby,BL,,C,L,,S,,,,
2021,1737,Torsby,BL,,C,L,,S,,,,
2018,1760,Storfors,V,,,,,S,V,,,
2019,1760,Storfors,V,,,,,S,V,,,
2020,1760,Storfors,V,,,,,S,V,,,
2021,1760,Storfors,V,,,,,S,V,,,
2018,1761,Hammarö,B,M,C,L,KD,,,MP,,
2019,1761,Hammarö,B,M,C,L,KD,,,MP,,
2020,1761,Hammarö,B,M,C,L,KD,,,MP,,
2021,1761,Hammarö,B,M,C,L,KD,,,MP,,
2018,1762,Munkfors,V,,,,,S,,,,
2019,1762,Munkfors,V,,,,,S,,,,
2020,1762,Munkfors,V,,,,,S,,,,
2021,1762,Munkfors,V,,,,,S,,,,
2018,1763,Forshaga,BL,,C,,,S,,,,
2019,1763,Forshaga,BL,,C,,,S,,,,
2020,1763,Forshaga,BL,,C,,,S,,,,
2021,1763,Forshaga,BL,,C,,,S,,,,
2018,1764,Grums,V,,,,,S,,,,
2019,1764,Grums,V,,,,,S,,,,
2020,1764,Grums,V,,,,,S,,,,
2021,1764,Grums,V,,,,,S,,,,
2018,1765,Årjäng,BL,,C,,,S,,MP,,
2019,1765,Årjäng,BL,,C,,,S,,MP,,
2020,1765,Årjäng,BL,,C,,,S,,MP,,
2021,1765,Årjäng,BL,,C,,,S,,MP,,
2018,1766,Sunne,BL,,C,,,S,,,,
2019,1766,Sunne,BL,,C,,,S,,,,
2020,1766,Sunne,BL,,C,,,S,,,,
2021,1766,Sunne,BL,,C,,,S,,,,
2018,1780,Karlstad,B,M,C,L,KD,,,MP,,
2019,1780,Karlstad,B,M,C,L,KD,,,MP,,
2020,1780,Karlstad,B,M,C,L,KD,,,MP,,
2021,1780,Karlstad,B,M,C,L,KD,,,MP,,
2018,1781,Kristinehamn,B,M,C,L,KD,,,MP,,
2019,1781,Kristinehamn,B,M,C,L,KD,,,MP,,
2020,1781,Kristinehamn,B,M,C,L,KD,,,MP,,
2021,1781,Kristinehamn,B,M,C,L,KD,,,MP,,
2018,1782,Filipstad,V,,,,,S,V,,,
2019,1782,Filipstad,V,,,,,S,V,,,
2020,1782,Filipstad,V,,,,,S,V,,,
2021,1782,Filipstad,V,,,,,S,V,,,
2018,1783,Hagfors,Ö,,,,,,,,,ÖP
2019,1783,Hagfors,Ö,,,,,,,,,ÖP
2020,1783,Hagfors,Ö,,,,,,,,,ÖP
2021,1783,Hagfors,Ö,,,,,,,,,ÖP
2018,1784,Arvika,V,,,,,S,V,MP,,
2019,1784,Arvika,V,,,,,S,V,MP,,
2020,1784,Arvika,V,,,,,S,V,MP,,
2021,1784,Arvika,V,,,,,S,V,MP,,
2018,1785,Säffle,B,M,C,L,KD,,,,,ÖP
2019,1785,Säffle,B,M,C,L,KD,,,,,ÖP
2020,1785,Säffle,B,M,C,L,KD,,,,,ÖP
2021,1785,Säffle,B,M,C,L,KD,,,,,ÖP
2018,1814,Lekeberg,BL,,C,,,S,,,,
2019,1814,Lekeberg,BL,,C,,,S,,,,
2020,1814,Lekeberg,BL,,C,,,S,,,,
2021,1814,Lekeberg,BL,,C,,,S,,,,
2018,1860,Laxå,B,,C,,KD,,,MP,,
2019,1860,Laxå,B,,C,,KD,,,MP,,
2020,1860,Laxå,B,,C,,KD,,,MP,,
2021,1860,Laxå,B,,C,,KD,,,MP,,
2018,1861,Hallsberg,V,,,,,S,,,,
2019,1861,Hallsberg,V,,,,,S,,,,
2020,1861,Hallsberg,V,,,,,S,,,,
2021,1861,Hallsberg,V,,,,,S,,,,
2018,1862,Degerfors,BL,M,C,L,,S,,,,
2019,1862,Degerfors,BL,M,C,L,,S,,,,
2020,1862,Degerfors,BL,M,C,L,,S,,,,
2021,1862,Degerfors,BL,M,C,L,,S,,,,
2018,1863,Hällefors,V,,,,,S,V,,,
2019,1863,Hällefors,V,,,,,S,V,,,
2020,1863,Hällefors,V,,,,,S,V,,,
2021,1863,Hällefors,V,,,,,S,V,,,
2018,1864,Ljusnarsberg,BL,,,L,,S,V,MP,,
2019,1864,Ljusnarsberg,BL,,,L,,S,V,MP,,
2020,1864,Ljusnarsberg,BL,,,L,,S,V,MP,,
2021,1864,Ljusnarsberg,BL,,,L,,S,V,MP,,
2018,1880,Örebro,BL,,C,,KD,S,,,,
2019,1880,Örebro,BL,,C,,KD,S,,,,
2020,1880,Örebro,BL,,C,,KD,S,,,,
2021,1880,Örebro,BL,,C,,KD,S,,,,
2018,1881,Kumla,BL,M,,,,S,,,,
2019,1881,Kumla,BL,M,,,,S,,,,
2020,1881,Kumla,BL,M,,,,S,,,,
2021,1881,Kumla,BL,M,,,,S,,,,
2018,1882,Askersund,B,M,,L,KD,,,,,
2019,1882,Askersund,B,M,,L,KD,,,,,
2020,1882,Askersund,B,M,,L,KD,,,,,
2021,1882,Askersund,B,M,,L,KD,,,,,
2018,1883,Karlskoga,B,M,C,L,KD,,,,,
2019,1883,Karlskoga,B,M,C,L,KD,,,,,
2020,1883,Karlskoga,B,M,C,L,KD,,,,,
2021,1883,Karlskoga,B,M,C,L,KD,,,,,
2018,1884,Nora,BL,M,C,L,KD,S,,,,
2019,1884,Nora,BL,M,C,L,KD,S,,,,
2020,1884,Nora,BL,M,C,L,KD,S,,,,
2021,1884,Nora,BL,M,C,L,KD,S,,,,
2018,1885,Lindesberg,BL,,C,,,S,V,,,
2019,1885,Lindesberg,BL,,C,,,S,V,,,
2020,1885,Lindesberg,BL,,C,,,S,V,,,
2021,1885,Lindesberg,BL,,C,,,S,V,,,
2018,1904,Skinnskatteberg,V,,,,,S,,,,
2019,1904,Skinnskatteberg,V,,,,,S,,,,
2020,1904,Skinnskatteberg,V,,,,,S,,,,
2021,1904,Skinnskatteberg,V,,,,,S,,,,
2018,1907,Surahammar,BL,,C,,,S,V,,,
2019,1907,Surahammar,BL,,C,,,S,V,,,
2020,1907,Surahammar,BL,,C,,,S,V,,,
2021,1907,Surahammar,BL,,C,,,S,V,,,
2018,1960,Kungsör,BL,,,L,,S,V,,,
2019,1960,Kungsör,BL,,,L,,S,V,,,
2020,1960,Kungsör,BL,,,L,,S,V,,,
2021,1960,Kungsör,BL,,,L,,S,V,,,
2018,1961,Hallstahammar,BL,,C,L,,S,,,,
2019,1961,Hallstahammar,BL,,C,L,,S,,,,
2020,1961,Hallstahammar,BL,,C,L,,S,,,,
2021,1961,Hallstahammar,BL,,C,L,,S,,,,
2018,1962,Norberg,V,,,,,S,V,,,
2019,1962,Norberg,V,,,,,S,V,,,
2020,1962,Norberg,V,,,,,S,V,,,
2021,1962,Norberg,V,,,,,S,V,,,
2018,1980,Västerås,BL,,C,L,,S,,MP,,
2019,1980,Västerås,BL,,C,L,,S,,MP,,
2020,1980,Västerås,BL,,C,L,,S,,MP,,
2021,1980,Västerås,BL,,C,L,,S,,MP,,
2018,1981,Sala,B,M,C,L,KD,,,,,ÖP
2019,1981,Sala,B,M,C,L,KD,,,,,ÖP
2020,1981,Sala,B,M,C,L,KD,,,,,ÖP
2021,1981,Sala,B,M,C,L,KD,,,,,ÖP
2018,1982,Fagersta,BL,M,,L,,S,,,,ÖP
2019,1982,Fagersta,BL,M,,L,,S,,,,ÖP
2020,1982,Fagersta,BL,M,,L,,S,,,,ÖP
2021,1982,Fagersta,BL,M,,L,,S,,,,ÖP
2018,1983,Köping,BL,M,,L,,S,V,,,
2019,1983,Köping,BL,M,,L,,S,V,,,
2020,1983,Köping,BL,M,,L,,S,V,,,
2021,1983,Köping,BL,M,,L,,S,V,,,
2018,1984,Arboga,BL,M,C,L,KD,,V,MP,,ÖP
2019,1984,Arboga,BL,M,C,L,KD,,V,MP,,ÖP
2020,1984,Arboga,BL,M,C,L,KD,,V,MP,,ÖP
2021,1984,Arboga,BL,M,C,L,KD,,V,MP,,ÖP
2018,2021,Vansbro,B,M,C,,KD,,,,,ÖP
2019,2021,Vansbro,B,M,C,,KD,,,,,ÖP
2020,2021,Vansbro,B,M,C,,KD,,,,,ÖP
2021,2021,Vansbro,B,M,C,,KD,,,,,ÖP
2018,2023,Malung-Sälen,BL,,C,L,,S,,,,
2019,2023,Malung-Sälen,BL,,C,L,,S,,,,
2020,2023,Malung-Sälen,BL,,C,L,,S,,,,
2021,2023,Malung-Sälen,BL,,C,L,,S,,,,
2018,2026,Gagnef,BL,M,C,,,S,,,,
2019,2026,Gagnef,BL,M,C,,,S,,,,
2020,2026,Gagnef,BL,M,C,,,S,,,,
2021,2026,Gagnef,BL,M,C,,,S,,,,
2018,2029,Leksand,B,M,C,L,KD,,,,,
2019,2029,Leksand,B,M,C,L,KD,,,,,
2020,2029,Leksand,B,M,C,L,KD,,,,,
2021,2029,Leksand,B,M,C,L,KD,,,,,
2018,2031,Rättvik,B,M,C,,KD,,,,,
2019,2031,Rättvik,B,M,C,,KD,,,,,
2020,2031,Rättvik,B,M,C,,KD,,,,,
2021,2031,Rättvik,B,M,C,,KD,,,,,
2018,2034,Orsa,B,,C,,KD,,,MP,,
2019,2034,Orsa,B,,C,,KD,,,MP,,
2020,2034,Orsa,B,,C,,KD,,,MP,,
2021,2034,Orsa,B,,C,,KD,,,MP,,
2018,2039,Älvdalen,BL,,C,L,,S,,,,
2019,2039,Älvdalen,BL,,C,L,,S,,,,
2020,2039,Älvdalen,BL,,C,L,,S,,,,
2021,2039,Älvdalen,BL,,C,L,,S,,,,
2018,2061,Smedjebacken,V,,,,,S,V,MP,,
2019,2061,Smedjebacken,V,,,,,S,V,MP,,
2020,2061,Smedjebacken,V,,,,,S,V,MP,,
2021,2061,Smedjebacken,V,,,,,S,V,MP,,
2018,2062,Mora,B,M,C,,KD,,,,,ÖP
2019,2062,Mora,B,M,C,,KD,,,,,ÖP
2020,2062,Mora,B,M,C,,KD,,,,,ÖP
2021,2062,Mora,B,M,C,,KD,,,,,ÖP
2018,2080,Falu kommun,B,M,C,L,KD,,,,,ÖP
2019,2080,Falu kommun,B,M,C,L,KD,,,,,ÖP
2020,2080,Falu kommun,B,M,C,L,KD,,,,,ÖP
2021,2080,Falu kommun,B,M,C,L,KD,,,,,ÖP
2018,2081,Borlänge,BL,,C,L,,S,,MP,,ÖP
2019,2081,Borlänge,BL,,C,L,,S,,MP,,ÖP
2020,2081,Borlänge,BL,,C,L,,S,,MP,,ÖP
2021,2081,Borlänge,BL,,C,L,,S,,MP,,ÖP
2018,2082,Säter,BL,,C,,,S,,,,
2019,2082,Säter,BL,,C,,,S,,,,
2020,2082,Säter,BL,,C,,,S,,,,
2021,2082,Säter,BL,,C,,,S,,,,
2018,2083,Hedemora,BL,,C,,,S,V,,,
2019,2083,Hedemora,BL,,C,,,S,V,,,
2020,2083,Hedemora,BL,,C,,,S,V,,,
2021,2083,Hedemora,BL,,C,,,S,V,,,
2018,2084,Avesta,V,,,,,S,V,,,
2019,2084,Avesta,V,,,,,S,V,,,
2020,2084,Avesta,V,,,,,S,V,,,
2021,2084,Avesta,V,,,,,S,V,,,
2018,2085,Ludvika,BL,M,,L,KD,S,,,,
2019,2085,Ludvika,BL,M,,L,KD,S,,,,
2020,2085,Ludvika,BL,M,,L,KD,S,,,,
2021,2085,Ludvika,BL,M,,L,KD,S,,,,
2018,2101,Ockelbo,BL,,C,,,S,,,,
2019,2101,Ockelbo,BL,,C,,,S,,,,
2020,2101,Ockelbo,BL,,C,,,S,,,,
2021,2101,Ockelbo,BL,,C,,,S,,,,
2018,2104,Hofors,BL,,C,L,,S,,,,
2019,2104,Hofors,BL,,C,L,,S,,,,
2020,2104,Hofors,BL,,C,L,,S,,,,
2021,2104,Hofors,BL,,C,L,,S,,,,
2018,2121,Ovanåker,BL,M,,L,,S,,,,
2019,2121,Ovanåker,BL,M,,L,,S,,,,
2020,2121,Ovanåker,BL,M,,L,,S,,,,
2021,2121,Ovanåker,BL,M,,L,,S,,,,
2018,2132,Nordanstig,BL,,C,,,S,,,,ÖP
2019,2132,Nordanstig,BL,,C,,,S,,,,ÖP
2020,2132,Nordanstig,BL,,C,,,S,,,,ÖP
2021,2132,Nordanstig,BL,,C,,,S,,,,ÖP
2018,2161,Ljusdal,BL,,,L,,S,,MP,,
2019,2161,Ljusdal,BL,,,L,,S,,MP,,
2020,2161,Ljusdal,BL,,,L,,S,,MP,,
2021,2161,Ljusdal,BL,,,L,,S,,MP,,
2018,2180,Gävle,BL,,C,L,,S,,MP,,
2019,2180,Gävle,BL,,C,L,,S,,MP,,
2020,2180,Gävle,BL,,C,L,,S,,MP,,
2021,2180,Gävle,BL,,C,L,,S,,MP,,
2018,2181,Sandviken,BL,,C,L,,S,,,,
2019,2181,Sandviken,BL,,C,L,,S,,,,
2020,2181,Sandviken,BL,,C,L,,S,,,,
2021,2181,Sandviken,BL,,C,L,,S,,,,
2018,2182,Söderhamn,B,M,C,L,KD,,,,,
2019,2182,Söderhamn,B,M,C,L,KD,,,,,
2020,2182,Söderhamn,B,M,C,L,KD,,,,,
2021,2182,Söderhamn,B,M,C,L,KD,,,,,
2018,2183,Bollnäs,BL,M,,,,S,,MP,,ÖP
2019,2183,Bollnäs,BL,M,,,,S,,MP,,ÖP
2020,2183,Bollnäs,BL,M,,,,S,,MP,,ÖP
2021,2183,Bollnäs,BL,M,,,,S,,MP,,ÖP
2018,2184,Hudiksvall,BL,M,,,,S,,MP,,
2019,2184,Hudiksvall,BL,M,,,,S,,MP,,
2020,2184,Hudiksvall,BL,M,,,,S,,MP,,
2021,2184,Hudiksvall,BL,M,,,,S,,MP,,
2018,2260,Ånge,V,,,,,S,V,,,
2019,2260,Ånge,V,,,,,S,V,,,
2020,2260,Ånge,V,,,,,S,V,,,
2021,2260,Ånge,V,,,,,S,V,,,
2018,2262,Timrå,V,,,,,S,V,,,
2019,2262,Timrå,V,,,,,S,V,,,
2020,2262,Timrå,V,,,,,S,V,,,
2021,2262,Timrå,V,,,,,S,V,,,
2018,2280,Härnösand,BL,,,,KD,S,V,MP,,
2019,2280,Härnösand,BL,,,,KD,S,V,MP,,
2020,2280,Härnösand,BL,,,,KD,S,V,MP,,
2021,2280,Härnösand,BL,,,,KD,S,V,MP,,
2018,2281,Sundsvall,BL,,C,,,S,V,,,
2019,2281,Sundsvall,BL,,C,,,S,V,,,
2020,2281,Sundsvall,BL,,C,,,S,V,,,
2021,2281,Sundsvall,BL,,C,,,S,V,,,
2018,2282,Kramfors,V,,,,,S,V,,,
2019,2282,Kramfors,V,,,,,S,V,,,
2020,2282,Kramfors,V,,,,,S,V,,,
2021,2282,Kramfors,V,,,,,S,V,,,
2018,2283,Sollefteå,BL,,C,,,,V,,,ÖP
2019,2283,Sollefteå,BL,,C,,,,V,,,ÖP
2020,2283,Sollefteå,BL,,C,,,,V,,,ÖP
2021,2283,Sollefteå,BL,,C,,,,V,,,ÖP
2018,2284,Örnsköldsvik,V,,,,,S,,,,
2019,2284,Örnsköldsvik,V,,,,,S,,,,
2020,2284,Örnsköldsvik,V,,,,,S,,,,
2021,2284,Örnsköldsvik,V,,,,,S,,,,
2018,2303,Ragunda,B,,C,,KD,,,,,ÖP
2019,2303,Ragunda,B,,C,,KD,,,,,ÖP
2020,2303,Ragunda,B,,C,,KD,,,,,ÖP
2021,2303,Ragunda,B,,C,,KD,,,,,ÖP
2018,2305,Bräcke,BL,M,,,,S,V,,,
2019,2305,Bräcke,BL,M,,,,S,V,,,
2020,2305,Bräcke,BL,M,,,,S,V,,,
2021,2305,Bräcke,BL,M,,,,S,V,,,
2018,2309,Krokom,B,M,C,,KD,,,MP,,
2019,2309,Krokom,B,M,C,,KD,,,MP,,
2020,2309,Krokom,B,M,C,,KD,,,MP,,
2021,2309,Krokom,B,M,C,,KD,,,MP,,
2018,2313,Strömsund,V,,,,,S,V,,,
2019,2313,Strömsund,V,,,,,S,V,,,
2020,2313,Strömsund,V,,,,,S,V,,,
2021,2313,Strömsund,V,,,,,S,V,,,
2018,2321,Åre,B,,C,,KD,,,,,ÖP
2019,2321,Åre,B,,C,,KD,,,,,ÖP
2020,2321,Åre,B,,C,,KD,,,,,ÖP
2021,2321,Åre,B,,C,,KD,,,,,ÖP
2018,2326,Berg,BL,,C,,,S,,,,
2019,2326,Berg,BL,,C,,,S,,,,
2020,2326,Berg,BL,,C,,,S,,,,
2021,2326,Berg,BL,,C,,,S,,,,
2018,2361,Härjedalen,BL,M,C,,,S,,,,
2019,2361,Härjedalen,BL,M,C,,,S,,,,
2020,2361,Härjedalen,BL,M,C,,,S,,,,
